Image,Segmentation,Transcription,Threshold
l07-190-01,err,"said and turned to go. ""No - wait,"" I put out a",182
l07-190-02,ok,hand to stop him. The sun was no longer shining,182
l07-190-03,ok,"and it was dark across there by the trees,",186
l07-190-04,ok,but I thought I had seen something move.,182
m01-000-00,err,"A shudder, more mental than physical, ran",187
m01-000-01,ok,"through him, and his mind seemed to",190
m01-000-02,ok,melt away into emptiness. His bulging,192
m01-000-03,ok,"eyes caught the reclining form of Heather,",193
m01-000-04,ok,who was still repeating in sing-song:,190
m01-000-05,ok,""". . . I will not give in. . ."" He stared at her",193
m01-000-06,err,"blankly, mouthing an incoherent gabble",190
m01-000-07,ok,of half words.,196
m01-012-00,ok,He slapped himself in the face and,187
m01-012-01,ok,cuffed the sides of his head. Then,187
m01-012-02,ok,by degrees the rotating objects,188
m01-012-03,ok,"slowed, and coming into focus took",189
m01-012-04,ok,the form of the furnishings in Dan,185
m01-012-05,ok,Brown's living room. He stood up un-,184
m01-012-06,ok,"steadily and looked about the room,",187
m01-012-07,ok,trying to gather his wits. Outside the,188
m01-012-08,ok,dusk was settling over Dow's Lake and,185
m01-012-09,err,the heights beyond were in,185
m01-012-10,ok,"silhouette, already a solid black.",186
m01-017-00,err,He bumped into a floor lamp and,175
m01-017-01,ok,switched it on. Heather McNabb still lay,171
m01-017-02,ok,"on the couch, her body uncomfortably twisted",173
m01-017-03,ok,and afflicted with occasional spasmodic jerks.,172
m01-017-04,ok,He went to the kitchen for water and found,170
m01-017-05,ok,Dan. Dan was lying on a long bench in the,171
m01-017-06,ok,"breakfast nook, his head bent upright",172
m01-017-07,ok,against the wall.,173
m01-022-00,ok,"His usually animated face was expressionless and looked flat,",191
m01-022-01,ok,as though his nose had been pushed back and his eyes and cheeks,190
m01-022-02,ok,"brought forward. He mouthed a low mutter, punctuated at intervals",187
m01-022-03,ok,with a few syllables of a crazy and incoherent jargon. As,189
m01-022-04,ok,"Steve looked at him his mouth suddenly snapped shut,",188
m01-022-05,ok,with jaws askew.,183
m01-026-00,ok,There was utter imbecility in his blank face. Presently the,177
m01-026-01,ok,"muttering started again, and went on and on. Stunned and",181
m01-026-02,ok,"shaken, Steve drew a glass of water and went back to",180
m01-026-03,ok,Heather. Half an hour later Heather and Steve were still,177
m01-026-04,ok,trying to shake-off the last traces of hypnotic after-effects.,178
m01-026-05,ok,For several minutes they had been facing each other across,175
m01-026-06,ok,"a low table, like two old convalescents thoroughly bored with",179
m01-026-07,ok,each other through forced association.,178
m01-032-00,ok,Then something like a zest for living began to come back,181
m01-032-01,ok,to Steve and he squeezed her hand. Her face took on,180
m01-032-02,ok,enough animation to produce a wan smile. Dan's low mut-,181
m01-032-03,ok,tering was just audible from the kitchen. And Steve,181
m01-032-04,ok,could see that as Heather recovered her senses and emotions,177
m01-032-05,ok,she was growing cold and numb with shock. She had seen,180
m01-032-06,ok,"Dan, or rather the physical relic of him - the empty",182
m01-032-07,ok,"shell of flesh and bone, devoid of intellect and",179
m01-032-08,err,personality.,178
m01-038-00,ok,"And these had been his great qualities,",159
m01-038-01,ok,so attractive to her. The Base Station had,156
m01-038-02,ok,"gone before, discharging its narrow plane of",156
m01-038-03,ok,4ementalating energy along the length of,156
m01-038-04,ok,"the Earth's imaginary longitudes, moving",154
m01-038-05,err,eastward like a knife-edged twilight in,155
m01-038-06,ok,reversed progression. It had brought the,156
m01-038-07,ok,"First Stage in the Thetan pattern of conquest,",155
m01-038-08,ok,the empty-minded receptiveness that,153
m01-038-09,ok,prepared the way for the Second Stage.,155
m01-049-00,ok,He rose from his breakfast-nook bench,186
m01-049-01,ok,"and came into the livingroom, where",187
m01-049-02,ok,Heather and Steve stood aghast at,188
m01-049-03,ok,"his entrance. He came, almost falling",188
m01-049-04,ok,"forward in an ungainly shuffle, neck",185
m01-049-05,ok,"thrust out, arms dangling loosely.",185
m01-049-06,ok,"Then, abruptly, he drew himself up",185
m01-049-07,ok,and walked on the very tips of,187
m01-049-08,ok,his toes. He stretched his arms,184
m01-049-09,err,"over his head and yawned agape,",184
m01-049-10,ok,drawing-in great breaths that,187
m01-049-11,err,became great sighs of ecstacy.,182
m01-060-00,err,"""They have come!"" he said reverently, gripping his",186
m01-060-01,err,hands together between his knees and leaning,184
m01-060-02,ok,"forward. ""Isn't it a glorious thing! Long awaited",186
m01-060-03,ok,"transcendent event, the exalted desire of all",183
m01-060-04,ok,mankind through all ages! The Kingdom of the,182
m01-060-05,ok,"Mind is at hand!"" He turned beaming eyes",180
m01-060-06,ok,upward and shook his head slowly from,183
m01-060-07,ok,side to side.,185
m01-079-00,ok,A superfluous precaution for there was no other car,203
m01-079-01,ok,abroad; and no pedestrian to cross his path nor to wait,203
m01-079-02,ok,at an intersection for the light to change. At his,203
m01-079-03,ok,apartment he garaged his car and then stood,191
m01-079-04,err,listening in the night. Listening in vain. For the,191
m01-079-05,err,"earth had lost its life-tempo, as the heart",191
m01-079-06,ok,loses its beat in death.,191
m01-084-00,ok,"Deadly stillness, deadly portent!",177
m01-084-01,ok,Steve awakened early and switched on,176
m01-084-02,err,"the radio, which he kept tuned to CBO.",177
m01-084-03,ok,The set lighted-up but gave only a low,177
m01-084-04,ok,buzzing sound. He had just finished,176
m01-084-05,ok,"shaving when it came on, with a flat",174
m01-084-06,ok,"voice repeating: ""This is BBC calling",176
m01-084-07,ok,". . . this is BBC calling. . .""",177
m01-090-00,ok,"After what seemed an undue period of repetition, the voice",194
m01-090-01,ok,went on to describe the landing of the Thetan colony,193
m01-090-02,ok,"in Sussex, in all its obscene details. Then the radio",192
m01-090-03,ok,"went dead again, and Steve had no stomach for",192
m01-090-04,ok,"breakfast. It was a beautiful day, as firsts-of-June",190
m01-090-05,ok,should be. Steve got out the car and traversed the,191
m01-090-06,ok,"same empty streets as he had the night before,",188
m01-090-07,ok,to keep an appointment with Heather.,189
m01-095-00,ok,Coming around the great mass of the Chateau,178
m01-095-01,ok,"Laurier, he braked to a screeching stop. A",179
m01-095-02,ok,flying saucer was tilting and dipping over,178
m01-095-03,ok,the War Memorial. There was a deep,179
m01-095-04,err,"whirring sound, and a high-pitched hissing",177
m01-095-05,ok,overtone that sang in his ears with an,175
m01-095-06,ok,almost painful sharpness. He reversed and,178
m01-095-07,ok,turned back on McKenzie Avenue.,178
m01-100-00,ok,The Thetans must not see him! He took another route,181
m01-100-01,ok,to Heather's and saw two more flying saucers on,185
m01-100-02,ok,the way. Heather was very anxious to visit Dan at,186
m01-100-03,ok,once; but Steve insisted that they should first discuss,187
m01-100-04,ok,"their situation, as far as it could be assessed,",185
m01-100-05,ok,and to decide on what seemed to be the best,182
m01-100-06,ok,way of meeting it.,186
m01-104-00,ok,"""The Thetans,"" he said, ""are presumably here to",193
m01-104-01,ok,"take charge, as it were, of the minds of the",192
m01-104-02,ok,people - who are probably falling all over them-,192
m01-104-03,ok,selves in their zeal to get their orders and to carry,194
m01-104-04,ok,"them out. Just what these orders will be, we don't",190
m01-104-05,ok,"know. Now, because of prior hypnosis we have es-",186
m01-104-06,ok,caped Thetan subjugation. This time. But we no,192
m01-104-07,ok,longer have any immunity.,195
m01-110-00,ok,There can be little doubt that if the,157
m01-110-01,ok,Thetans discover our mental independence,156
m01-110-02,ok,they will promptly give us their hypnotic,157
m01-110-03,ok,treatment. If we can avoid undue,159
m01-110-04,ok,"prominence, it may be that we can",159
m01-110-05,ok,move about pretty freely without,155
m01-110-06,ok,"detection. If we can - well, then we",157
m01-110-07,err,may be able to promote our own,156
m01-110-08,ok,interests. What those interests,156
m01-110-09,ok,"are, beyond personal security,",158
m01-110-10,ok,"I haven't a clue; but, who knows,",159
m01-110-11,err,we may form the nucleus around ...,158
m01-115-00,ok,"""Now, to summarize what I think our",171
m01-115-01,ok,"course of action should be. First, to avoid the",171
m01-115-02,ok,"Thetans like the plague, for they must not",170
m01-115-03,ok,"find us out! Second, to tread pretty warily",170
m01-115-04,ok,"among our own people, finding out just how",171
m01-115-05,ok,much freedom we can take with safety.,168
m01-115-06,ok,"And third, to study these damned Thetans.",166
m01-115-07,ok,We must learn all we can about,170
m01-115-08,ok,them.,166
m01-121-00,ok,There is just a hope that we may uncover,196
m01-121-01,ok,"some weakness, and find a way of fighting",196
m01-121-02,ok,"back at them."" Heather agreed, and suggested",197
m01-121-03,ok,that they use Dan as a specimen demonstra-,197
m01-121-04,ok,ting how the Thetan machinations had been,196
m01-121-05,ok,working out. It occurred to Steve that this may,194
m01-121-06,ok,not have been entirely an objective suggestion,198
m01-121-07,ok,on her part; but he thought it a good idea,196
m01-121-08,err,nevertheless.,194
m01-125-00,ok,So they proceeded to see if the coast,170
m01-125-01,ok,was clear. The street was quiet and,170
m01-125-02,err,"deserted, and there were neither sight",168
m01-125-03,ok,nor sound of flying saucers. So they,171
m01-125-04,ok,ventured forth and made their way on,169
m01-125-05,ok,foot to Dan's house. Dan came,167
m01-125-06,ok,to the door at their ring but neglected,166
m01-125-07,ok,to offer any greeting. He was deeply,170
m01-125-08,ok,"preoccupied, and it seemed that the",171
m01-125-09,ok,ringing of a doorbell was to him,169
m01-125-10,ok,a new and strange phenomenon.,169
m01-131-00,ok,"When he finally beckoned to them to enter, the action",161
m01-131-01,ok,gave the impression of having been thought out and,161
m01-131-02,err,"decided upon. Inside they sat down unbidden, while",160
m01-131-03,err,Dan paced the floor. He seemed completely unaware,161
m01-131-04,err,"of their presence. They just stared at him, turning",163
m01-131-05,ok,their heads like tennis spectators as he walked up and,163
m01-131-06,ok,"down, up and down.",159
m01-136-00,ok,His whole attitude was a mixture of,176
m01-136-01,ok,impatience pending an awaited,178
m01-136-02,ok,communication and of a vague,177
m01-136-03,ok,perplexity respecting his surroundings,174
m01-136-04,ok,and the purpose he was to serve.,172
m01-136-05,err,"Finally, being so obviously on their own,",175
m01-136-06,ok,Heather and Steve tried to make themselves,174
m01-136-07,ok,at home. Steve switched on Dan's,175
m01-136-08,ok,"powerful, world-wide radio and systematically",175
m01-136-09,ok,turned the tuning knob through all the,172
m01-136-10,err,tuning points of the world's great radio,171
m01-149-00,ok,"They followed him to a city bus stop on Carling Avenue, where",190
m01-149-01,ok,he waited. The bus stop was a deserted island on an empty street.,189
m01-149-02,ok,"But not for long, for soon pedestrians and cars flocked upon",189
m01-149-03,ok,the Avenue from its many tributary streets. It might have,193
m01-149-04,ok,"been a normal business-day bustle, except for two anomalies.",191
m01-149-05,err,"First, it was Sunday morning; and, second, everyone",192
m01-149-06,ok,"walked, or drove, or waited as a person possessed of",192
m01-149-07,ok,a single all-exclusive purpose.,198
m01-160-00,ok,After a long wait a bus appeared and they,186
m01-160-01,ok,"followed the beaming Dan aboard, taking",183
m01-160-02,ok,seats some rows behind him. Steve was,181
m01-160-03,ok,"beginning to find the stereotyped, flattish, happy",184
m01-160-04,ok,faces very disconcerting; and looking at,183
m01-160-05,ok,Heather he found a welcome relief in her,178
m01-160-06,ok,relatively long doleful one,184
m02-048-00,ok,Then he would go back to Plato for a final spell of,191
m02-048-01,ok,real days and would return to New York in late,191
m02-048-02,err,January or early February. Angelina might be a,191
m02-048-03,ok,little sorry if we were not back for Christmas,191
m02-048-04,ok,"as arranged, but he consoled himself by",191
m02-048-05,ok,thinking that he and Angelina would have,191
m02-048-06,ok,plenty of time together in the future. And,191
m02-048-07,ok,"Heaven alone knew when, if ever, he would be",191
m02-048-08,ok,"back on Moon again, and able to do",191
m02-048-09,ok,research at first hand into matters on which,191
m02-048-10,ok,"the future of everyone, including Angelina, depended...",191
m02-052-00,err,The recovery of his balance was due to the,182
m02-052-01,err,"fact that he was living, virtually without",191
m02-052-02,ok,"expenses, with the people to whom Moke had",191
m02-052-03,ok,sent him: little people who regarded him as,191
m02-052-04,ok,lucky to have descended from such economic altitudes.,191
m02-052-05,ok,Tom Dreyfus had a job on the machines in the Secretariat,191
m02-052-06,ok,(Stamp Department) while Sally sulked at home.,191
m02-055-00,ok,"They had been married for six years, but the",182
m02-055-01,ok,"salary raise, on the expectation of which they",182
m02-055-02,ok,"had done so, had not materialised. ""Do you",182
m02-055-03,ok,"know, I had to send back our bedroom",182
