Image,Transcription,Length
116_627_001_03_17,""" a Panopticon was to be calculated to accommodate 2000",55
116_627_001_03_18,""" persons ""  . This , by way of answer to an humble address",59
116_627_001_03_19,"of mine , written of on the 17th of August more than seven",58
116_627_001_03_20,"months before , in the declared view of my making",49
116_627_001_03_21,"preparations of an expensive nature , and begging to know",57
116_627_001_03_22,for what number they were to be made . Faithful to,50
116_627_001_03_23,this same plan while I was amusing myself with,46
116_627_001_03_24,"these preparations , together with other occupations",52
116_627_001_03_25,"which the same policy had provided for me , the",47
116_627_001_03_26,Noble and Right Honourable and Honourable Conspira-,51
116_627_001_03_27,-tors  ( if by a mere figure of speech a concentration,54
116_627_001_03_28,amongst potentates about crushing worms may be,46
116_627_001_03_29,thus characterized )  from that time to the 18th of March,57
116_627_001_03_30,1801 conversing on the subject in confidential whispers,55
116_627_002_03_01,between floor and floor consulting with one another by,54
116_627_002_03_02,what words they should make Parliament believe that,51
116_627_002_03_03,"I had insisted on an increase of terms , spite of all I",55
116_627_002_03_04,could say to the contrary reiterating to one another the,56
116_627_002_03_05,reciprocal assurances of that persevering fondness for,54
116_627_002_03_06,""" improved prisons ""  as well as  "" improved Colonies ""  the",60
116_627_002_03_07,expression of which was so unexpectedly brought to light,56
116_627_002_03_08,Your Lordship and his Grace knows how.-,39
116_627_002_03_09,In the Panopticon system Your Lordship has been,47
116_627_002_03_10,"seeing a plan , which because sanctioned and again",50
116_627_002_03_11,"by Parliament , prescribed by an Act , confirmed four years",59
116_627_002_03_12,"after in another Act , confirmed by £36.000 granted towards",59
116_627_002_03_13,"the execution of it , and by £24.000 public money actu-",55
116_627_002_03_14,"-ally expended in it , and if his Grace ' s will be done",56
116_627_002_03_15,"wasted upon it , was termed a  "" project ""  , and under",55
116_627_002_03_16,that name of unfounded reprobation marked out for,49
116_627_002_03_17,""" relinquishment ""  . Would to God his Grace ' s more success-",62
116_627_002_03_18,-ful plan - for emaciating his Majesty ' s subjects in by,57
116_627_002_03_19,"a  "" long confinement ""  in illegally and purposely crowded",59
116_627_002_03_20,"Jails , for producing Jail-Fevers in them or whatever",53
116_627_002_03_21,"other miseries might be the result of their being  "" crowded """,62
116_627_002_03_22,each of them in the degree necessary to prevent it from,55
116_627_002_03_23,"being  "" neglected ""  - for exercising over his fellow subjects",63
116_627_002_03_24,by the secret will of this servant of the Crown out of,54
116_627_002_03_25,"sight of his  <gap/>  royal master , that authority which , if",62
116_627_002_03_26,"attempted to be exercised by the master , a Hampden",51
116_627_002_03_27,would have resisted  <gap/>  with his blood - would to God,58
116_627_002_03_28,"a plan like this , my Lord had been but a project !",51
116_627_002_03_29,"Would to God that any considerations whatever , divine",54
116_627_002_03_30,"or human , religious or moral , of police or economy , of",57
116_630_002_02_01,"maintenance they are complaisant enough to submitt to ,",55
116_630_002_02_02,"though not every where without a murmur , because",49
116_630_002_02_03,they know not very well how to help themselves :  the,53
116_630_002_02_04,tax for architecture they may stand excused from load-,54
116_630_002_02_05,"-ing themselves with , were it only that in that behalf",55
116_630_002_02_06,"neither his Grace ' s nor your Lordship ' s pleasure , has ever",63
116_630_002_02_07,"yet , I believe , been directly signified .",43
116_630_002_02_08,For proof I betake myself once more to the,42
116_630_002_02_09,"worthy Magistrate :  in whose testimony , as far as it goes ,",61
116_630_002_02_10,"let it point what way it will , I really have great",51
116_630_002_02_11,"confidence . In his title page , as well as in his survey",57
116_630_002_02_12,the New Prison is comprized :  I mean the so called,51
116_630_002_02_13,"New Prison , the old and beggarly neighbour of the vastly",57
116_630_002_02_14,new as well as costly and courtly structure half prison,55
116_630_002_02_15,"half pl palace , in Cold Bath Fields :  What he says of it is",61
116_630_002_02_17,"No . 1 . Page 41 .  "" Few places of confinement can be under",60
116_630_002_02_18,""" worse regulation than the New Prison ... . The arrange-",57
116_630_002_02_19,"-ment of the prison itself is such , as renders it impossible",61
116_630_002_02_20,""" to prevent its being one of the most dreadful seminaries",58
116_630_002_02_21,""" of vice and profligacy that can be imagined . "" *",51
116_630_002_02_22,"No . 2 Pages 42 , 43 .  "" Four years ago .. . plan and esti-",60
116_630_002_02_23,"- "" mate .. . laid before the Court :  the business was postponed",65
116_630_002_02_24,""" sine die , under the idea , that the County rate , already",60
116_630_002_02_25,""" burthened in a great variety of ways , would be found ina-",60
116_630_002_02_26,"- "" dequate without great inconvenience , to the additional",59
116_630_002_02_27,""" expenditure of £4000 . But may we not hope , if",49
116_630_002_02_29,"*In this respect , at the worst not as bad as the Hulks :  nor yet a great",74
116_630_002_02_30,"deal worse than the Cold Bath Fields Prison , if it be true , as I",66
116_630_002_02_31,"suspect , without being able to affirm it to a certainty , that the worst",73
116_630_002_02_32,and the best are together there at sometimes though not at all times .,70
116_631_001_02_01,""" application were made , where applications well-founded will",62
116_631_001_02_02,""" never fail of due attention , * that such relief would be",59
116_631_001_02_03,""" obtained , as , without adding to the burthen of the County-",62
116_631_001_02_04,"-rate , would enable the magistrates to carry the plan",54
116_631_001_02_05,""" into effect ""  .  _",21
116_631_001_02_06,"No. . 3 . Page 44 .  "" What then may not reasonably be",54
116_631_001_02_07,""" expected from one , who certainly feels , as much as any",58
116_631_001_02_08,""" man , the importance of restraining vice , & improving",56
116_631_001_02_09,""" morals , to the welfare of society ?   ( a )  ?  +  It would be impossible ,",78
116_631_001_02_11,"""  ( a )  This testimony , it is humbly hoped , will not be",59
116_631_001_02_12,""" considered as an instance of flattery to the great",52
116_631_001_02_13,""" person here alluded to , but a declaration , the truth",56
116_631_001_02_14,""" of which , all to whom his character is known , will",54
116_631_001_02_15,""" readily confirm ""  .",22
116_631_001_02_16,* What strange place can this be which the worthy,49
116_631_001_02_17,Magistrate is spaeaking of or dreaming of ?  - I who have,57
116_631_001_02_18,been upon the look out for such a place for above these,55
116_631_001_02_19,8 years have never yet been able to meet with anything,54
116_631_001_02_20,like it ?  Is it any where about the Treasury ?  - any such,59
116_631_001_02_21,"place as the closet of any such person as the  "" great",54
116_631_001_02_22,""" person alluded to ""  presently after by the worthy Magis-",59
116_631_001_02_23,-trate  ?  Then as to foundation  _  what sort of a ground,58
116_631_001_02_24,"is it  ( I wonder )  thant  "" an application ""  must have to",60
116_631_001_02_25,"make it a  "" well founded ""  one ?  - An Act of Parlia-",55
116_631_001_02_26,-ment for example ?  applications have been made on,51
116_631_001_02_27,"such grounds month after month , yeeaar after year , to",55
116_631_001_02_28,as great persons as any he can have been attending to,53
116_631_001_02_29,"alluding to , and the  "" attention ""  shewn to them has been",60
116_631_001_02_30,"worse than none :  _  it has had every property of refusal ,",60
116_631_001_02_31,saving only the honesty one the one part & the quietus on the other .,69
116_631_001_02_32,+  If what the worthy Magistrate really looks for is a,54
116_631_001_02_33,"person great or otherwise , who by what he  "" feels ""  about  "" the",67
116_631_001_02_34,""" importance of restraining vice and improving morals ""  is to",62
116_631_001_02_35,afford him such provision for his prisoners as shall,52
116_631_002_02_01,""" I verily believe , to expend from the public purse",52
116_631_002_02_02,""" four thousand pounds in any way more beineficial",50
116_631_002_02_03,""" to the community than that which is here pointed out ""  . *",61
116_631_002_02_04,"Thus far the worthy Magistrate . - A supposition ,",50
116_631_002_02_05,unquestionably though tacitly assumed in the hypothe-,53
116_631_002_02_06,"-tical offer thus made by him , is  _  that on the other",56
116_631_002_02_07,part some regard would be paid to the ruler of,46
116_631_002_02_08,common honesty ; that the County would not be made,50
116_631_002_02_09,"bankrupt to him , as Parliament has been made",45
116_631_002_02_10,to me :  and that after his proposal had been,45
116_631_002_02_11,"accepted , his capital with the concurrence of the",50
116_631_002_02_12,"acceptors as advanced upon the faith of it , and Acts",53
116_631_002_02_13,"of Parliament , if necessary , obtained for it , he would",57
116_631_002_02_14,not have to see the execution of it set down in petto,53
116_631_002_02_15,"for the Greek calends , by any such person as the",49
116_631_002_02_16,"predecessor of the  "" great person ""  he is so afraid of",56
116_631_002_02_17,flattering  _  not to speak of successors .  _  To the,54
116_631_002_02_18,not add to the County rates the worthy Magistrate ' s own imagination,69
116_631_002_02_19,( Your Lordship may venture to assure him )  is the likeliest place for,71
116_631_002_02_20,finding what he wants . Years ago he would restrain vice & improve,66
116_631_002_02_21,morals without adding to County rates would have made his appear-,65
116_631_002_02_22,-ance had there been any such person in existence . An Acct of,62
116_631_002_02_23,Parliament for doing all this  _  an establishment which in,59
116_631_002_02_24,the opinion of Parliament would do all this  _  would restrain,62
116_631_002_02_25,vice and improve morals without adding to the County rates  _,61
116_631_002_02_26,has by Parliament been ordered to be set up for above these,59
116_631_002_02_27,8 years . Whatever be the thing needful join will to power,58
116_631_002_02_28,and the thing is done . Power for this there has been all this,62
116_631_002_02_29,time beyond dispute in a certain place : - Duty there has,57
116_631_002_02_30,always been :  full knowledge of that duty there has always,59
116_631_002_02_31,been :   _  had will been in the same place the thing would have,64
